id,data,descricao,nota,categoria,grupo,valor,conta_cartao,recorrente
e7f24c55-4134-4465-9166-9e27eea39437,2026-05-15,Paia Joao,,Extra,Gastos inesperados,5.0,Cartão Renato,False
1c477143-5432-4f15-a41f-acb371c7c306,2026-05-15,Alcool,,Transporte,Carro,100.0,Cartão Renato,False
d19a043a-902b-4a91-afc0-e09700ccdd0f,2026-05-18,Gravata Gustavo,,Extra,Gastos inesperados,300.0,Pix,False
c2fb53dd-ad4a-409d-b1bd-0e04a2e16d50,2026-05-18,Beck,,Alimentação,Mercado,7.49,Cartão Renato,False
73fb4828-b252-42cc-b234-7a0b063420bb,2026-05-18,Patrocinio,,Alimentação,Mercado,24.33,Cartão Renato,False
5ed18ba8-68cf-4621-84fc-92a386567ffc,2026-05-18,Raia,,Saúde,Farmácia,20.11,Cartão Renato,False
4fb7bd34-5095-4056-a272-255b89d9b10b,2026-05-18,Boca cheia,,Alimentação,Comida,89.98,Cartão Renato,False
c240c9e0-7462-4b68-ada6-4ae936598235,2026-05-18,Patrocinio,,Alimentação,Mercado,6.49,Cartão Renato,False
eefb7aa6-3ffd-40ec-82ee-23fa26b5c6dd,2026-05-18,Aluguel terno,,Extra,Gastos inesperados,130.0,Cartão Renato,False
962d3195-7728-4e15-bb5a-2de563c7e61f,2026-05-19,Paia,,Entretenimento,Lazer,32.0,Cartão Renato,False
d060aeae-2e50-4882-98e4-b4d1e0cf22a7,2026-05-12,Pixelcut,Creditos IA fotos AGAYA,Gastos profissionais,Gastos inesperados,89.7,Cartão Ana,False
52044ea1-7fe5-4e6a-a376-9358de07b26b,2026-05-13,Drogafarma,,Saúde,Farmácia,5.51,Cartão Ana,False
6c358dc6-1fca-4364-a06f-1ec47dcd6115,2026-05-13,Irmãos Patrocínio,,Alimentação,Mercado,12.89,Cartão Ana,False
d7db78a7-a96b-47b0-9733-b4ecd5923b9e,2026-05-14,Pérola,,Alimentação,Mercado,25.56,Cartão Ana,False
65cccc42-db5a-4ae3-b4a6-d4e2fa1849b2,2026-05-14,Drogafarma,,Saúde,Farmácia,10.99,Cartão Ana,False
0ccb5017-e27c-43cb-8d4c-45ffcbaaab98,2026-05-12,Salgados,,Alimentação,Mercado,44.0,Cartão Ana,False
2d07dec8-7600-4f82-925c-0249487fa124,2026-05-17,Amor e Saúde,Consulta,Saúde,Saúde,30.0,Cartão Ana,False
010a5236-462b-46fa-9488-db60abe8d857,2026-05-17,Drogafarma,Injeção,Saúde,Farmácia,40.78,Cartão Ana,False
ae30da1c-47dd-454a-a3e7-7fe92922c2c1,2026-05-17,Rede Pica Pau,,Alimentação,Mercado,30.0,Cartão Ana,False
76eba871-c901-439b-ab3c-d9478406da6b,2026-05-17,Viajem Ana São Paulo,Todos os gastos + hotel,Entretenimento,Gastos inesperados,625.0,Cartão Ana,False
90b7aed9-1c29-489a-9e2d-8de4f2d43c97,2026-05-18,Farmácia,Remédio joelho,Saúde,Farmácia,40.0,Cartão Ana,False
b0dfa0df-4c48-4536-97da-dd52d6a65a45,2026-05-19,Irmãos Patrocínio,,Alimentação,Mercado,50.7,Cartão Ana,False
8ec5e67b-2363-4f7a-8e94-15540ce5df35,2026-05-19,Uber faxineira,,Alimentação,Transporte,9.94,Cartão Ana,False
2a498490-d261-4e29-872e-09db3e292b28,2026-05-22,Presente Ana Rita,,Extra,Gastos inesperados,178.0,Cartão Renato,False
89b8bc82-3322-4cdb-9369-f96417d133d5,2026-05-22,Drogafarma,,Cuidados pessoais,Farmácia,6.43,Cartão Renato,False
bc9fb78a-d917-4d2d-84b8-020de433519a,2026-05-22,Patrocinio,,Alimentação,Mercado,25.65,Cartão Renato,False
b3a2e76a-d466-4ae6-bcfc-80ab23a42945,2026-05-22,Patrocinio,,Alimentação,Mercado,17.25,Cartão Renato,False
dad81308-76dc-4dae-8adf-095b73564ff0,2026-05-22,Paia,,Entretenimento,Entretenimento,32.0,Cartão Renato,False
62805957-2d88-4add-b39f-7554ac5bb1d0,2026-05-22,Patrocinio,,Alimentação,Mercado,24.33,Cartão Renato,False
44aa878f-8e0d-4c3a-aed5-649c7d96551e,2026-05-24,Patrocinio,,Alimentação,Mercado,57.29,Cartão Renato,False
1b39fa13-404e-4056-b181-a98652bc607c,2026-05-24,Sassa,,Alimentação,Comida,35.0,Cartão Renato,False
5e4f1da8-6436-4a5a-80ed-060859f2c39b,2026-05-24,Beck,,Alimentação,Comida,7.49,Cartão Renato,False
d9bf748a-a13a-4b1f-bcac-77392b1a3189,2026-05-25,Carnes,,Alimentação,Mercado,221.55,Cartão Renato,False
677cfd7d-5792-4af5-a37d-cd34a5bfeec2,2026-05-25,Beck,,Alimentação,Mercado,7.49,Cartão Renato,False
a3432dda-3900-40ab-932d-eb444968d124,2026-05-25,Patrocinio,,Alimentação,Mercado,17.79,Cartão Renato,False
ef9520f8-3607-4357-a68d-ed2a0f6eae6d,2026-05-25,Patrocinio,,Entretenimento,Entretenimento,42.24,Cartão Renato,False
d0d32f0e-8feb-4006-bca7-d6ce48e9e73d,2026-05-25,Patrocinio,,Alimentação,Mercado,15.05,Cartão Renato,False
caf0c960-5ec5-4bfb-a240-ca1fd32f309d,2026-05-28,Gasolina,,Transporte,Transporte,100.0,Cartão Renato,False
ba4e9a72-b096-46dd-9793-3f9c578f7be8,2026-05-28,Patrocinio,,Alimentação,Mercado,29.5,Cartão Renato,False
ad3d6721-0495-4107-ab6f-fcb3db284a90,2026-05-28,Carnes,,Alimentação,Mercado,221.55,Cartão Renato,False
1820917d-cbd4-4f48-b1b5-294e94b1b30d,2026-05-29,Paia,,Entretenimento,Entretenimento,32.0,Cartão Renato,False
dbd4e58a-eb20-4834-955e-36d171ab75fe,2026-05-29,Pate,,Animais de estimação,Pets,49.0,Cartão Renato,False
ce67c0cc-288a-4974-857a-4c99ce33cd56,2026-05-29,Tiaozinho,,Alimentação,Mercado,58.16,Cartão Renato,False
bdc3c983-4167-4034-b20c-7a4d492541fb,2026-05-29,Perola,,Alimentação,Mercado,19.7,Cartão Renato,False
3392ef6d-350d-449d-8f91-187a6fe67b61,2026-05-20,Exame Amor e Saúde,,Cuidados pessoais,Saúde,119.0,Cartão Ana,False
5f27a571-179a-49cf-8bcf-2a36ed36c042,2026-05-22,Droga Farma,,Cuidados pessoais,Farmácia,6.43,Cartão Ana,False
43c42a8b-fd91-4c93-98f1-3fc65e8a21ca,2026-05-24,Droga Farma,,Cuidados pessoais,Farmácia,6.43,Cartão Ana,False
