id,data,descricao,nota,categoria,grupo,valor,conta_cartao,recorrente
cd543b44-027b-4626-900e-7cfa88817df7,2026-06-16,Amarelinha,,Alimentação,Mercado,85.77,Cartão Renato,False
87ed815d-2120-46f3-b199-6d23d0b6b60d,2026-06-06,Farmacia,,Cuidados pessoais,Farmácia,62.0,Cartão Ana,False
e358b71b-8f2e-4355-ba91-1724bc2d6e35,2026-06-06,Mercado,,Alimentação,Mercado,22.5,Cartão Ana,False
bea48b37-0d93-4cc4-8f83-7cf4e05506b0,2026-06-06,Amazon,,Alimentação,Mercado,12.15,Cartão Ana,False
315dabf2-9b6d-4596-a0b9-3d4ac9648a01,2026-06-07,Mercado,,Alimentação,Mercado,14.52,Cartão Ana,False
dff9c0d5-5a72-4bdf-963b-da5fdc81f39f,2026-06-07,Farmacia,,Cuidados pessoais,Farmácia,59.48,Cartão Ana,False
ec603aca-3b0c-44e6-80f5-ae96a86a9e9e,2026-06-09,Mercado,,Alimentação,Mercado,9.75,Cartão Ana,False
da191a81-4b6f-43a0-965d-82c08d9f8b24,2026-06-09,Banho Princesa,,Animais de estimação,Pets,160.0,Cartão Ana,False
4b8a8ce9-9647-47f5-86e9-98b4be47f541,2026-06-10,Mercado,,Alimentação,Mercado,35.0,Cartão Ana,False
03531f61-548f-43d4-adb0-ac578dd9e2d0,2026-06-11,Padaria,,Alimentação,Mercado,7.66,Cartão Ana,False
5d9ad1a8-a17d-4012-b830-61a04393d87b,2026-06-11,Caneleira,,Cuidados pessoais,Saúde,12.49,Cartão Ana,False
67d3ad6d-d650-4eea-ad6b-d2c5772e3d01,2026-06-11,YES,paia,Entretenimento,Entretenimento,32.0,Cartão Ana,False
22d86833-2b61-443d-85e9-d56724b8013d,2026-06-11,Prado Carnes,,Alimentação,Mercado,204.79,Cartão Ana,False
e6cec225-a23e-4cb1-b291-9735277af9e5,2026-06-12,Mercado,,Alimentação,Mercado,53.07,Cartão Ana,False
42e09c14-7297-46e0-b9c0-286c1cafbbf6,2026-06-13,Beck,,Alimentação,Mercado,25.59,Cartão Ana,False
b58f493b-fd37-4837-92e2-203c79a818bc,2026-06-13,Farmacia,,Cuidados pessoais,Farmácia,29.2,Cartão Ana,False
f3191f27-61a3-4e0c-8cc9-ed8f674996f8,2026-06-13,Pizza,,Alimentação,Comida,60.0,Cartão Ana,False
20c034bb-2d43-4526-b6b1-e6945d187c37,2026-06-15,YES,paia,Entretenimento,Entretenimento,32.0,Cartão Ana,False
677a9e23-6dfd-4061-862d-fc1c315b781b,2026-06-16,Mercado,,Alimentação,Mercado,58.46,Cartão Ana,False
2ebb1173-683e-4bab-b3d5-84792f247f5f,2026-06-16,Gasolina,,Transporte,Carro,50.0,Cartão Ana,False
7fdbc486-3988-4ce5-9016-e67608ae8ea1,2026-06-16,Patê,,Animais de estimação,Pets,9.0,Cartão Ana,False
e33193eb-74d8-4e79-b85b-724ee4e40067,2026-06-11,Mel,,Alimentação,Comida,50.0,Pix,False
1998289a-7058-4dc1-9cc8-693b0947bab4,2026-06-11,Fisio,,Saúde,Saúde,120.0,Pix,False
ee7b7aac-6301-4ce1-a773-15982b76f99e,2026-06-18,Paulistao,,Alimentação,Mercado,537.02,Cartão Renato,False
a97db7ea-a1cf-41d6-89cc-8710fc997969,2026-06-20,Paia + seda,,Entretenimento,Entretenimento,38.0,Cartão Renato,False
d857e57e-9624-4e26-bac6-6b9d0a21ddf7,2026-06-20,Savegnago,,Alimentação,Mercado,156.89,Cartão Renato,False
92119ee9-c3b9-4922-9ec2-2a9d27b6cf00,2026-06-20,Alcool,,Transporte,Transporte,150.0,Cartão Renato,False
7c8f04af-27c2-4f78-8664-ebda0b09f724,2026-06-20,Salgados mae,,Alimentação,Comida,68.0,Cartão Renato,False
fce8053e-bca5-4e3e-94d6-3e57ef788857,2026-06-20,Drogafarma,Remedio Ana,Saúde,Farmácia,142.09,Cartão Renato,False
26fd17b4-6f91-4091-923d-22f02f23e1d3,2026-06-20,Sassa,Remedio Ana,Alimentação,Comida,35.0,Cartão Renato,False
3a5593a7-6674-4b24-90cc-b74fa77f26fe,2026-06-20,Raia,Remedio Ana,Saúde,Saúde,23.96,Cartão Renato,False
d51cc886-0fc7-4147-8bbc-2a779b474162,2026-06-20,Baduca,,Alimentação,Comida,209.0,Cartão Renato,False
9676ec33-87a1-48d8-b1e2-374cc55abc3a,2026-06-17,Padaria,,Alimentação,Mercado,15.62,Cartão Ana,False
131db641-f1f0-4c7c-88fe-2ed81bb813f3,2026-06-17,Patê,,Animais de estimação,Pets,9.0,Cartão Ana,False
52900036-283c-4b23-85e6-a941239ce013,2026-06-20,Varejão,,Alimentação,Mercado,26.75,Cartão Ana,False
